project_id,file,document_type,study_cycle,phase,issue_date,project_upgrade_cost,in_service_timeline
J2453,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$24,695,132",
J2454,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$124,601,520",
J2455,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$34,348,175",
J2456,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$87,855,174",
J2457,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$15,664,627",
J2458,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$96,978,420",
J2459,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$47,439,787",
J2460,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$47,440,235",
J2462,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$49,677,551",
J2463,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$44,669,085",
J2464,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$49,230,193",
J2465,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$66,535,709",
J2466,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$19,819,841",
J2467,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$99,667,934",
J2469,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$41,692,781",
J2470,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$109,593,002",
J2471,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$168,851,775",
J2472,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$52,822,919",
J2473,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$28,273,012",
J2474,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$56,515,201",
J2475,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$35,852,257",
J2476,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$62,886,142",
J2477,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$175,126,270",
J2478,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$418,970,605",
J2480,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$89,940,804",
J2481,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$45,696,903",
J2482,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$111,266,508",
J2484,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$52,661,261",
J2485,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$12,436,400",
J2486,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$24,881,371",
J2490,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$42,039,565",
J2491,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$40,332,774",
J2492,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$150,683,988",
J2493,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$129,866,588",
J2495,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$53,376,273",
J2496,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$28,210,674",
J2497,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$84,402,032",
J2499,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$12,089,444",
J2500,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$188,102,105",
J2501,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$145,738,947",
J2502,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$178,357,695",
J2505,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$321,509,078",
J2506,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$22,405,303",
J2507,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$114,107,949",
J2508,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$243,099,661",
J2509,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$16,321,916",
J2510,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$248,522,773",
J2511,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$82,825,277",
J2512,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$28,940,710",
J2513,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$259,364,359",
J2514,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$63,040,843",
J2515,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$117,467,020",
J2516,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$117,592,822",
J2518,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$95,088,428",
J2519,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$757,555,814",
J2520,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$46,820,998",
J2523,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$90,151,999",
J2524,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$140,045,143",
J2526,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$194,481,298",
J2529,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$191,848,949",
J2530,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$113,322,121",
J2532,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$35,070,067",
J2533,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$87,261,530",
J2534,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$18,614,035",
J2535,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$259,951,754",
J2536,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$38,321,262",
J2537,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$10,478,756",
J2538,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$72,399,539",
J2539,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$57,339,418",
J2540,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$32,769,376",
J2541,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$14,183,832",
J2543,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$162,610,697",
J2544,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$9,894,814",
J2545,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$22,673,853",
J2546,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$48,646,782",
J2547,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$54,255,577",
J2548,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$33,614,636",
J2550,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$27,034,600",
J2551,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$16,233,242",
J2552,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$12,717,525",
J2553,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$47,605,756",
J2554,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$24,533,803",
J2555,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$4,217,292",
J2556,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$15,984,140",
J2557,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$10,512,053",
J2559,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$16,836,813",
J2560,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$108,300,521",
J2561,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$40,507,119",
J2562,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$82,341,280",
J2563,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$38,509,566",
J2564,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$158,388,730",
J2565,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$83,767,462",
J2566,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$51,045,704",
J2567,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$39,555,757",
J2569,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$137,577,427",
J2570,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$108,382,741",
J2571,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$67,413,755",
J2572,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$61,752,381",
J2573,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$123,814,862",
J2574,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$149,100,194",
J2575,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$35,998,916",
J2576,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$45,212,651",
J2577,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$82,081,992",
J2578,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$23,694,597",
J2580,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$81,469,696",
J2581,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$46,636,728",
J2582,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$29,388,773",
J2583,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$15,883,257",
J2586,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$61,991,124",
J2587,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$85,296,714",
J2588,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$32,022,797",
J2589,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$53,523,003",
J2590,expanded_docs_auto\GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921\GI DPP 2022 Cycle 1 SIS Phase 1 Final Report Rev1.pdf,SIS,DPP 2022,Phase 1,,"$70,035,426",
