project_id,file,document_type,study_cycle,phase,issue_date,project_upgrade_cost,in_service_timeline
J1983,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1993,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1994,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1996,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2029,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2055,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2074,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2099,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2107,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2117,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2148,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2185,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2188,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2193,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2211,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2218,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2271,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2277,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2293,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2304,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J2316,expanded_docs_auto\GI-DPP-2021-ATC-Ph2_System_Impact_Study_Final_PUBLIC_09112024647597\Final System Impact Study Report-DPP 2021 Cycle Phase 2_CEII_20240909_PUBLIC_v2.pdf,SIS,DPP 2021,Phase 2,9-9-2024,,
J1039,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1058,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1145,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1180,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1227,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1232,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1239,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1241,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1263,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1266,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1295,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1308,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1333,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1368,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1372,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1382,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1450,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1475,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1563,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1624,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1625,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1632,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1642,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1679,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1684,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1701,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1703,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1744,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1815,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1835,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1845,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1846,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1847,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1849,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1850,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1851,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1852,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1853,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1854,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1855,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1856,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1857,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1858,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1861,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1863,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1866,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1867,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1868,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1869,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1870,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1871,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1872,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1873,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1874,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1875,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1876,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1877,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1878,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1879,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1880,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1881,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1882,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1884,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1885,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1886,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1888,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1889,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1890,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1891,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1893,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1894,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1895,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1896,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1897,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1898,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1899,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1901,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1903,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1904,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1906,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1907,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1908,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1926,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1927,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1930,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1931,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1933,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1934,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1935,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1936,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1937,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1938,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1943,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1945,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1947,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1948,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1950,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1952,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1953,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1954,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
J1955,expanded_docs_auto\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024_Public_648818\GI-DPP-2021-Central_SIS_Phase_I_Report_Final_09112024.pdf,SIS,DPP 2021,Phase 1,,,
